RecID,idtruth
B950398,2909
B973076,2910
B902524,2911
B988109,2912
B904028,395
B956789,662
B958408,662
B960772,395
B961364,2913
B903591,1174
B914577,851
B915888,851
B930709,2914
B933534,851
B956572,1174
B976748,2915
B977526,2916
B979219,1174
B906552,1077
B930832,2917
B949429,1077
B950859,232
B992530,1077
B996639,232
B910278,1098
B925093,2918
B958033,1098
B970520,1098
B973621,2919
B925253,2920
B990482,2921
B975216,648
B982450,648
B928414,130
B931967,2922
B942706,130
B953792,2923
B958186,2924
B967106,2925
B944619,850
B964822,850
B992351,850
B998897,2926
B927519,1378
B931043,1378
B932405,1378
B941729,2927
B933253,2928
B898701,2929
B906721,2930
B918497,2931
B928435,1118
B945382,89
B953456,89
B975732,240
B983049,1118
B988961,240
B990926,2932
B995782,1118
B899750,1007
B901628,1257
B904259,1007
B912103,1257
B915342,2933
B949209,1118
B962829,1257
B972488,1007
B994945,2934
B998445,1118
B922250,2935
B923212,2936
B958227,2937
B953716,630
B956112,2938
B958213,630
B949489,2939
B978014,546
B979079,546
B911379,2940
B963939,2941
B995538,2942
B967920,2943
B972714,2944
B980147,2945
B917315,2946
B925039,103
B991646,103
B927593,247
B932430,2947
B991200,247
B925154,2948
B929392,2949
B956156,2950
B905191,2951
B935559,1143
B941586,1143
B946055,2952
B953114,1143
B899067,1033
B930851,528
B964276,1033
B969104,334
B970770,334
B978318,2953
B979691,480
B980007,1033
B983215,480
B914654,528
B928586,946
B932212,946
B952108,946
B905135,1010
B917655,650
B918055,1010
B932832,1010
B954750,650
B968798,2954
B906766,1145
B913503,2955
B920357,2956
B936729,1145
B954933,1145
B958609,2957
B902092,55
B946595,659
B952437,659
B974751,2958
B989763,55
B925225,1203
B942581,1203
B968140,2959
B983575,1203
B922290,2960
B931470,2961
B941066,904
B982343,904
B993391,904
B898501,773
B910043,773
B988039,773
B939553,775
B944634,2962
B972386,775
B976403,775
B916518,2963
B924781,2964
B958614,2965
B910376,980
B929018,980
B944058,1243
B945448,1243
B946033,2966
B955602,2967
B983291,2968
B983982,980
B985981,1243
B989482,2969
B914884,2970
B916396,2971
B936912,110
B946620,110
B956522,2972
B995527,2973
B911799,476
B918522,2974
B942202,476
B959948,2975
B974758,1348
B983946,251
B986665,1348
B994813,1348
B998831,251
B899742,573
B915847,1384
B922082,424
B931300,424
B943083,1384
B943539,1384
B951777,2976
B971211,2977
B975690,573
B993234,2978
B997360,2979
B906280,2980
B925336,2981
B933414,92
B936420,92
B898681,1307
B909610,61
B912016,1307
B916949,2982
B951388,1307
B952904,2983
B961150,61
B973743,2984
B931400,134
B944256,2985
B945956,2986
B967204,2987
B992918,2988
B933052,1350
B939113,2989
B959556,1350
B975405,1350
B994172,134
B904314,876
B905956,876
B933089,876
B947635,2990
B911519,581
B976455,2991
B981748,581
B913195,2992
B921448,1166
B927770,2993
B941075,2994
B953028,605
B961072,2995
B964735,605
B968627,1166
B991836,1166
B911235,2996
B928607,1180
B936814,2997
B940378,1180
B947316,1180
B987994,1180
B908838,2998
B912972,2999
B913369,3000
B946894,1251
B956501,1251
B960249,604
B960776,3001
B969117,1251
B994531,604
B918182,3002
B918739,3003
B951392,878
B957929,3004
B967300,878
B977224,878
B923869,3005
B938456,3006
B899970,3007
B953335,3008
B910216,3009
B921783,990
B931946,990
B996689,990
B900043,1093
B913417,1093
B940913,3010
B965674,1093
B983471,3011
B906501,3012
B931046,1070
B981877,1070
B987492,1070
B976775,3013
B928345,3014
B945696,3015
B956047,3016
B910197,1094
B927960,1094
B958382,3017
B964013,1094
B993007,3018
B997013,3019
B901719,798
B910817,798
B917732,622
B939788,3020
B950028,803
B951017,3021
B957603,622
B965040,803
B980895,3022
B984261,803
B993489,798
B899193,1114
B912472,1114
B928474,3023
B953726,3024
B972318,1114
B917224,3025
B940937,1022
B972820,1022
B982130,1022
B939770,3026
B969971,1235
B979704,1235
B991342,1235
B967595,695
B992584,695
B921313,695
B927004,3027
B954529,695
B958172,3028
B995715,3029
B915227,928
B937546,928
B972033,537
B981948,928
B998225,537
B927372,3030
B962882,3031
B951367,933
B953977,3032
B954443,849
B965141,849
B979266,849
B983398,933
B992981,933
B908718,3033
B914779,936
B915615,936
B917403,1023
B945599,936
B957333,3034
B991642,1023
B995237,1023
B908421,939
B946784,3035
B959859,3036
B964007,939
B986881,939
B998335,3037
B910664,3038
B958111,3039
B981452,3040
B920694,3041
B899892,3042
B901466,3043
B969979,3044
B974245,3045
B914913,815
B932321,815
B958039,317
B968620,317
B986017,815
B901014,1058
B919685,3046
B942974,164
B949902,164
B957940,3047
B990563,1058
B995423,1058
B923942,389
B932412,3048
B933569,3049
B959971,389
B967057,1026
B971863,1026
B976228,1026
B969879,97
B994506,97
B908482,3050
B987338,3051
B901182,3052
B901569,3053
B987405,3054
B991383,3055
B994907,3056
B904519,3057
B906856,3058
B912623,3059
B953465,403
B972322,3060
B996290,403
B957518,3061
B914605,3062
B928137,471
B941317,471
B922129,3063
B937049,3064
B918624,217
B969464,217
B906996,864
B918680,864
B925608,3065
B972152,3066
B973994,864
B902250,237
B920438,237
B905111,3067
B952860,3068
B993700,3069
B899018,436
B903813,1036
B907447,1039
B933235,3070
B933315,1039
B938454,344
B970428,1036
B976055,344
B979797,436
B981828,1036
B982927,1039
B904835,150
B906286,3071
B917548,1380
B930719,150
B936021,3072
B949921,1380
B962394,1380
B988809,488
B996057,488
B913271,3073
B956342,3074
B898274,385
B901776,3075
B921058,3076
B926238,443
B931481,3077
B937622,385
B938227,443
B950063,3078
B955477,3079
B977813,3080
B980027,3081
B987555,3082
B921846,1088
B935541,1088
B989503,1088
B993094,3083
B998854,3084
B944875,3085
B947173,149
B981805,149
B988507,3086
B905635,494
B922881,1338
B951732,1338
B971053,1338
B974720,3087
B997863,494
B988192,3088
B923639,586
B927336,586
B925070,15
B925967,15
B941431,3089
B963844,3090
B936903,3091
B937411,3092
B965454,3093
B935562,3094
B956621,3095
B970512,3096
B907027,1197
B919791,386
B924283,661
B929227,386
B954453,3097
B961576,1197
B964561,1283
B970144,661
B970877,1283
B988489,3098
B995700,1197
B997586,1283
B923063,1267
B937634,1267
B987863,1267
B997098,3099
B909183,3100
B942484,697
B991768,697
B908810,735
B913274,735
B963542,3101
B913732,438
B940477,735
B948169,3102
B953662,438
B982946,3103
B983166,3104
B982261,3105
B941722,3106
B902673,73
B919690,3107
B934895,3108
B935436,3109
B937008,3110
B950686,3111
B974010,73
B905443,741
B919029,59
B932515,930
B933325,886
B937230,469
B938688,741
B947974,3112
B966578,59
B966873,3113
B980552,886
B981177,741
B989242,930
B989335,886
B992769,930
B995751,469
B898677,843
B904641,843
B934896,3114
B952738,843
B900156,459
B908354,3115
B933484,459
B951359,882
B955755,882
B961888,3116
B967898,882
B975453,538
B978560,3117
B987241,538
B996398,3118
B899485,3119
B921406,3120
B950012,551
B958508,3121
B974597,551
B981663,3122
B990212,3123
B991888,3124
B901608,750
B905900,3125
B918374,170
B920253,170
B965651,750
B994181,750
B912729,3126
B915915,966
B918395,3127
B920616,966
B946246,966
B980693,3128
B931130,3129
B968375,1367
B969144,3130
B988811,1367
B991485,1367
B904085,887
B912985,887
B968354,887
B984452,3131
B986983,3132
B920743,3133
B945182,644
B964103,3134
B973877,3135
B981312,644
B935618,3136
B942020,160
B965349,160
B980438,3137
B964180,3138
B916482,3139
B926141,3140
B936307,3141
B937999,3142
B939551,129
B940022,3143
B950923,129
B906105,3144
B910690,3145
B971503,3146
B989754,3147
B991951,3148
B904552,755
B922109,3149
B930121,755
B958739,755
B977149,56
B996129,56
B908897,3150
B912521,3151
B984211,3152
B983020,3153
B947761,3154
B965290,3155
B996453,3156
B945123,3157
B953156,3158
B974692,3159
B947521,1160
B961083,3160
B972636,1160
B994356,1160
B925535,1309
B953926,3161
B962342,1309
B962583,3162
B998171,1309
B903568,483
B908235,3163
B920513,3164
B928187,3165
B945716,483
B958651,3166
B976258,682
B978382,3167
B978509,682
B903249,396
B906645,396
B910944,212
B918524,3168
B932655,3169
B946391,3170
B960473,212
B969794,3171
B898859,3172
B904895,183
B907344,3173
B907992,931
B927730,931
B941046,163
B948709,183
B964660,3174
B971935,163
B972873,3175
B986625,931
B990739,3176
B911904,3177
B920505,3178
B923693,699
B971638,3179
B984227,699
B898896,3180
B901458,3181
B902369,583
B903649,583
B921675,3182
B912163,3183
B948755,3184
B957840,3185
B909794,944
B954046,3186
B956718,944
B995623,3187
B997642,944
B899802,3188
B927724,154
B980700,3189
B994763,3190
B998579,154
B916093,60
B923762,3191
B934375,3192
B945100,3193
B966063,3194
B981172,3195
B985850,3196
B986702,60
B914298,1362
B917764,1312
B919313,3197
B975065,1312
B975595,1362
B989171,3198
B997227,1312
B997820,1362
B926281,902
B928465,902
B935548,3199
B935810,866
B945064,902
B965611,866
B978718,3200
B981561,866
B984568,902
B986335,902
B909782,820
B910457,820
B914391,820
B937753,3201
B964880,3202
B914169,3203
B991464,3204
B911129,3205
B920392,3206
B937019,1162
B958073,1162
B959746,1162
B903648,1222
B930184,1222
B957822,201
B975793,201
B991106,1222
B991347,3207
B923272,3208
B971581,3209
B990994,3210
B996499,3211
B924680,3212
B989373,3213
B903870,288
B912587,3214
B913160,495
B942759,288
B959966,495
B938247,3215
B944470,3216
B974080,3217
B905984,3218
B930677,908
B937096,3219
B954149,908
B979833,908
B991787,3220
B915913,714
B919609,3221
B926366,949
B941937,949
B954472,949
B969923,3222
B905944,714
B920874,3223
B924928,949
B956798,949
B959271,949
B971316,949
B988766,949
B912869,505
B931336,1300
B958470,635
B959261,1300
B965422,1300
B985407,635
B998420,505
B917145,3224
B925804,913
B945141,913
B950391,3225
B954032,243
B957699,3226
B969669,243
B992665,913
B906860,1107
B908738,3227
B916020,1107
B926774,634
B927609,121
B932526,3228
B965517,1107
B967294,634
B988389,121
B912778,1015
B921376,3229
B942996,1015
B955028,1015
B986707,3230
B899411,1231
B918628,1231
B921584,1231
B994790,3231
B909253,3232
B916189,1301
B930244,1301
B998807,1301
B898585,916
B905167,716
B905904,916
B912957,3233
B913558,916
B921420,916
B922391,837
B939716,3234
B942816,3235
B957892,3236
B973541,716
B977918,837
B998534,837
B927583,3237
B947386,3238
B946755,621
B949804,621
B956107,220
B962108,621
B965191,3239
B966110,621
B980871,3240
B996322,220
B902808,422
B944354,422
B948725,422
B955250,422
B958309,3241
B959256,3242
B923461,1046
B934465,1046
B947283,1250
B966308,1046
B980384,1250
B991090,1250
B903152,1071
B941341,3243
B947568,1071
B953952,801
B963709,801
B967935,1071
B973188,801
B899508,737
B912465,737
B915254,189
B937705,189
B951318,737
B973650,3244
B988257,3245
B924148,353
B925746,3246
B948954,565
B957298,3247
B993219,353
B996892,565
B905001,479
B916816,434
B917618,479
B920718,221
B944588,434
B953471,221
B965828,3248
B900260,3249
B902738,90
B932393,90
B968670,3250
B907057,1286
B920159,1286
B957778,3251
B984145,3252
B986045,1286
B924880,41
B930399,3253
B932884,3254
B955940,41
B981262,3255
B948154,3256
B909324,200
B971968,200
B898134,3257
B907074,3258
B926995,3259
B975998,3260
B988579,3261
B960362,3262
B976877,3263
B992244,3264
B917605,3265
B998538,3266
B914435,1332
B919847,80
B928487,80
B937948,1332
B938181,3267
B939514,3268
B970702,3269
B982190,1332
B902965,3270
B934152,3271
B953134,3272
B965598,490
B986715,490
B995602,3273
B899888,186
B928095,186
B936216,893
B955214,893
B977275,3274
B991761,893
B921207,3275
B922550,3276
B982452,3277
B920734,3278
B943005,3279
B899665,1200
B901052,998
B974675,998
B984833,998
B986180,3280
B991576,3281
B991742,1200
B993115,1200
B904273,448
B924764,3282
B926127,3283
B930472,448
B947989,3284
B956842,674
B990329,674
B951130,3285
B967576,3286
B975893,3287
B990585,3288
B918219,3289
B923093,3290
B929137,287
B934674,612
B953205,3291
B965659,612
B967317,287
B972555,3292
B908099,857
B925855,3293
B956280,857
B965574,857
B990379,3294
B916007,1054
B923253,1054
B976047,3295
B979878,10
B981618,3296
B984196,10
B986814,1054
B989872,3297
B925063,1238
B950999,1238
B997851,1238
B933437,3298
B906138,3299
B938656,3300
B943100,1191
B965976,1191
B988408,1191
B899030,3301
B961063,3302
B968855,3303
B971455,3304
B940304,3305
B969572,3306
B971190,3307
B899559,1122
B915022,1122
B936407,721
B937763,609
B948867,3308
B951068,721
B973101,1122
B994573,3309
B998378,609
B900509,405
B915133,405
B922284,1003
B952577,1003
B955527,1003
B963687,3310
B978578,3311
B996080,3312
B929673,1205
B956846,1205
B963511,3313
B987473,3314
B991980,1205
B994858,3315
B899616,906
B924240,906
B945642,3316
B946616,3317
B953623,1327
B969753,906
B970072,3318
B983081,1327
B989027,1327
B900237,3319
B918006,3320
B920293,391
B951635,391
B899734,3321
B909999,3322
B907738,381
B929110,3323
B974452,3324
B985017,3325
B993327,381
B998648,3326
B899722,3327
B931070,3328
B945507,3329
B951741,3330
B961632,1178
B962450,1178
B982535,3331
B984113,1178
B991325,3332
B920205,3333
B962089,3334
B985086,263
B985360,3335
B987140,263
B907648,910
B924813,1313
B930589,910
B936979,1313
B959279,1313
B961622,3336
B971786,3337
B977970,3338
B982828,910
B905184,3339
B905882,1090
B917000,3340
B922445,833
B927345,3341
B930128,3342
B982524,833
B989774,833
B992977,1090
B993651,1090
B996883,3343
B929290,3344
B933991,286
B980695,286
B984005,3345
B984301,3346
B913228,691
B940438,691
B947750,3347
B940696,3348
B909075,3349
B925528,850
B949161,3350
B959810,3351
B980568,850
B980694,3352
B922213,451
B924060,341
B932836,341
B953535,425
B953672,3353
B968297,451
B989433,425
B898203,839
B900232,3354
B909776,839
B932184,3355
B940340,20
B947365,3356
B958464,20
B980833,839
B961208,3357
B975054,3358
B922585,3359
B946719,532
B947632,3360
B974329,532
B960155,541
B973986,541
B903287,3361
B990014,3362
B995068,3363
B939206,3364
B987032,3365
B906141,1328
B918164,1328
B921039,726
B932798,726
B947888,1328
B969549,3366
B922633,348
B931040,348
B949656,3367
B980719,3368
B921372,715
B939884,715
B979433,3369
B986718,418
B993069,418
B905645,844
B943219,3370
B947920,3371
B953532,844
B974222,844
B966591,3372
B965818,3373
B994093,3374
B899437,3375
B926473,3376
B989880,3377
B976240,3378
B982129,3379
B993656,3380
B997570,3381
B907965,3382
B950913,3383
B991748,3384
B905542,3385
B932999,3386
B943042,1331
B982653,1331
B983155,1331
B994206,3387
B920758,3388
B921621,301
B936337,3389
B986236,301
B902944,3390
B930743,3391
B954056,3392
B900068,3393
B944279,3394
B949775,521
B963691,3395
B975066,521
B991224,3396
B973915,3397
B929827,131
B930610,3398
B955441,1020
B980031,131
B989175,3399
B940919,1020
B941403,3400
B963210,1020
B963697,3401
B989652,3402
B899807,503
B911016,3403
B953754,3404
B978859,3405
B979334,503
B983383,3406
B903745,3407
B905689,3408
B900892,1185
B967386,1185
B978744,1185
B923141,3409
B923678,3410
B928744,3411
B940674,3412
B967250,3413
B990238,3414
B994213,3415
B910335,804
B917439,804
B986706,804
B988199,3416
B899299,1136
B899858,455
B907470,455
B913689,1136
B926406,144
B942180,1136
B943997,144
B952751,3417
B988908,3418
B942213,3419
B965716,3420
B990203,3421
B902331,3422
B917493,354
B935658,354
B940895,492
B952635,498
B972360,492
B990395,498
B914773,810
B939974,3423
B949572,3424
B974450,810
B986064,810
B898999,3425
B899265,1310
B911010,1310
B921062,1310
B951513,3426
B967668,3427
B930394,3428
B956301,3429
B917142,3430
B927817,3431
B972627,3432
B979741,3433
B913664,1080
B917539,1080
B919150,1206
B935490,1080
B950215,1206
B950254,1206
B961106,1255
B986760,1255
B994430,3434
B996420,1255
B966057,3435
B987043,3436
B958498,3437
B932576,3438
B950218,3439
B972509,3440
B906564,3441
B918184,377
B929465,3442
B932616,377
B972132,3443
B924165,1372
B950047,1372
B957361,3444
B968173,1372
B971179,3445
B899120,6
B918823,3446
B937000,819
B953669,819
B956601,819
B976365,6
B902867,722
B989301,722
B900998,945
B906078,3447
B920036,945
B928883,945
B965935,3448
B898411,69
B904600,69
B936308,531
B942831,3449
B944182,415
B955935,415
B966061,531
B913334,3450
B918703,3451
B933076,3452
B901127,1006
B929156,3453
B929795,3454
B948553,3455
B966202,1006
B966543,1006
B989386,3456
B906435,3457
B921819,3458
B926374,780
B944243,652
B948548,780
B951547,652
B951775,780
B958122,3459
B962796,3460
B965476,3461
B925469,1242
B934708,1032
B947936,1242
B953496,3462
B960044,1032
B965347,3463
B991388,1032
B997469,1242
B903881,1179
B941030,3464
B943700,3465
B951038,1179
B955925,1179
B960985,466
B971379,3466
B975952,3467
B994653,466
B920872,828
B927310,342
B969832,828
B996390,828
B997117,342
B910285,3468
B915383,3469
B944192,3470
B899400,782
B925826,3471
B947964,782
B958863,3472
B990894,782
B919892,1165
B927533,589
B938089,589
B948250,3473
B959936,3474
B983502,3475
B984658,1165
B995610,3476
B995998,1165
B906943,3477
B910734,3478
B953947,3479
B961419,252
B964145,252
B974427,683
B976607,683
B928145,1296
B963748,3480
B972992,3481
B984742,1296
B991109,1296
B900152,3482
B914712,3483
B931012,1314
B935032,3484
B939975,3485
B973676,1314
B988804,1314
B918146,3486
B918835,4
B920469,4
B962541,177
B984235,177
B986912,3487
B899945,985
B924203,985
B927695,24
B959158,24
B996926,985
B978848,3488
B924359,3489
B924861,327
B941442,3490
B949504,327
B914129,54
B957990,54
B977074,3491
B990501,3492
B906427,3493
B908143,1212
B921910,3494
B954242,1212
B963435,1212
B997674,3495
B915711,736
B921198,736
B929933,1227
B959588,1227
B973371,1227
B995867,736
B996132,3496
B899321,959
B915669,959
B936043,3497
B973116,959
B980529,3498
B985826,3499
B904840,608
B921206,608
B935630,3500
B950692,1131
B957352,3501
B964004,1131
B983848,3502
B994938,1131
B903767,3503
B910286,743
B911700,1074
B941853,743
B944907,1074
B960310,3504
B989260,3505
B990391,3506
B991135,743
B996707,1074
B930246,330
B983674,330
B908845,1329
B910606,793
B923853,1329
B946359,793
B969758,1329
B985033,793
B904916,967
B906685,444
B911988,967
B950970,444
B989633,3507
B994334,967
B911079,1072
B965671,3508
B976182,3509
B980430,3510
B987089,1072
B919725,3511
B984244,1072
B995613,1072
B932916,3512
B935379,1112
B979680,1112
B981243,1112
B931215,3513
B974091,3514
B984111,3515
B920657,3516
B947296,670
B991132,670
B992922,3517
B900838,3518
B969502,522
B988355,522
B903366,3519
B943572,3520
B947838,470
B962239,3521
B980561,3522
B981972,3523
B993778,470
B900305,3524
B903632,1172
B909476,617
B909927,493
B918240,1172
B930480,617
B936098,1135
B943798,3525
B948721,493
B972872,1135
B989937,1172
B994498,1135
B898262,3526
B906866,1155
B934781,3527
B955893,3528
B990284,1155
B992435,1155
B960322,3529
B971052,725
B977063,725
B926085,1288
B943486,1288
B979262,3530
B997286,1288
B910714,3531
B911776,3532
B938287,1298
B957973,1298
B972502,1298
B916327,3533
B959185,616
B972143,616
B907102,3534
B910272,3535
B920845,3536
B951515,762
B953842,762
B981648,3537
B997734,3538
B998310,762
B899357,3539
B914076,972
B934929,1141
B955779,972
B958821,1141
B970823,972
B981533,1141
B986117,3540
B925366,932
B928158,932
B932353,204
B947717,3541
B958355,932
B989468,204
B931585,185
B960371,185
B968979,3542
B983321,3543
B900000,3544
B938228,3545
B958331,3546
B934345,3547
B936106,3548
B944406,3549
B949118,767
B955327,3550
B965453,767
B976543,767
B898956,3551
B922672,3552
B943111,3553
B994200,3554
B912180,3555
B923199,9
B940190,651
B945299,3556
B952045,9
B953141,651
B980692,3557
B991865,3558
B906622,3559
B908078,3560
B922501,296
B931745,296
B940292,12
B949830,12
B987948,3561
B928518,3562
B938264,368
B958513,368
B991096,3563
B913222,3564
B969287,3565
B912998,1355
B919465,465
B940060,465
B979032,1355
B981897,3566
B996952,1355
B905816,3567
B941355,3568
B929310,1035
B931412,1035
B939427,3569
B946207,1035
B969432,1035
B990096,1035
B929578,3570
B929717,3571
B898901,519
B912873,519
B920779,623
B944005,3572
B951644,623
B906304,3573
B912655,3574
B919342,262
B953382,3575
B958315,262
B959853,3576
B979016,202
B995136,202
B905794,708
B909600,230
B911744,3577
B922929,784
B941839,708
B946459,230
B958293,3578
B974915,784
B977062,784
B912376,3579
B929537,3580
B984666,3581
B902322,1209
B914050,1209
B917884,19
B936681,665
B950234,665
B967852,1209
B971773,19
B992466,3582
B909759,984
B915547,984
B916836,783
B955605,984
B977713,783
B989317,783
B996631,3583
B903015,3584
B926446,783
B934481,3585
B937880,3586
B941279,564
B943386,783
B952068,3587
B963582,564
B969953,783
B909808,1248
B910581,1248
B917758,1109
B968295,1109
B971012,734
B975745,734
B980508,1109
B985746,1248
B987125,734
B931692,1063
B966991,512
B978193,512
B982668,1063
B983118,1063
B908750,3588
B920554,120
B922921,3589
B962599,120
B971760,3590
B898438,50
B945235,3591
B952321,138
B956163,3592
B957074,138
B983903,50
B900289,3593
B903836,362
B908207,1297
B923581,1297
B925086,1297
B930845,362
B934616,3594
B951580,912
B958616,3595
B971043,912
B980666,912
B916015,3596
B970134,3597
B987993,3598
B913996,184
B916234,785
B967389,406
B980324,785
B983299,785
B984311,184
B997729,406
B901514,1089
B907515,3599
B909730,3600
B918256,307
B939343,307
B970853,3601
B992120,1089
B996986,1089
B943255,3602
B935723,3603
B985820,3604
B941204,3605
B949201,3606
B911507,426
B921002,671
B929991,3607
B932116,426
B957489,671
B904738,3608
B934392,745
B949420,3609
B958049,745
B961816,3610
B970133,745
B901499,371
B959210,3611
B967890,371
B989158,3612
B995020,3613
B998470,3614
B906655,530
B927576,530
B938358,3615
B959420,3616
B964546,3617
B965693,3618
B989445,3619
B997836,3620
B907199,991
B908748,991
B974231,991
B911020,3621
B943116,1285
B954828,3622
B956348,1285
B974422,3623
B975051,3624
B989395,1285
B914844,265
B928527,265
B980863,3625
B985175,3626
B989773,3627
B921886,968
B943484,3628
B988617,3629
B990320,968
B997328,968
B912742,3630
B923654,3631
B943243,3632
B912490,46
B926586,272
B932390,3633
B941568,46
B965394,3634
B965474,3635
B917945,1075
B933204,272
B945151,1075
B959381,3636
B977290,3637
B978638,3638
B988099,1075
B917868,215
B920410,215
B941407,970
B955609,970
B962782,970
B981976,3639
B931486,3640
B963105,3641
B993697,3642
B914112,3643
B914319,261
B917204,3644
B937754,3645
B946023,3646
B946752,261
B991688,3647
B911726,934
B912605,934
B917318,940
B933602,3648
B938162,934
B944072,940
B945431,3649
B945745,3650
B954716,940
B982484,3651
B927028,1025
B943724,3652
B945233,3653
B949233,1025
B955785,1025
B976712,3654
B992520,66
B996107,66
B900173,1354
B963523,3655
B966911,3656
B967777,1354
B971002,3657
B985241,1354
B909728,660
B916400,510
B933150,510
B940067,660
B949579,3658
B985614,3659
B998623,3660
B955169,3661
B971349,1379
B988906,1379
B989499,1379
B926485,706
B990366,706
B931075,401
B935892,401
B960887,897
B974550,897
B975427,897
B916511,3662
B961871,1028
B962662,3663
B972343,1028
B974314,1028
B993152,3664
B903825,3665
